,ID,ClientId,Group,Score,HasUserStory,UseCases,ContentLength,TimeSpent,TimeToStart,InNormalRange,TeamSize,Industry_Business Services,Industry_Consumer Services,Industry_Education,Industry_Financial Services,Industry_Government,"Industry_Health, Pharmaceuticals, and Biotech",Industry_Manufacturing,Industry_Media and Entertainment,Industry_Non-profit,Industry_Retail,Industry_Software and Internet,Industry_Travel Recreation and Leisure,Industry_Unknown,RequestMonth_April,RequestMonth_August,RequestMonth_December,RequestMonth_February,RequestMonth_January,RequestMonth_July,RequestMonth_June,RequestMonth_March,RequestMonth_May,RequestMonth_November,RequestMonth_October,RequestMonth_September,CompleteMonth_April,CompleteMonth_August,CompleteMonth_December,CompleteMonth_February,CompleteMonth_January,CompleteMonth_July,CompleteMonth_June,CompleteMonth_March,CompleteMonth_May,CompleteMonth_November,CompleteMonth_October,CompleteMonth_September,ApplicationType_DESKTOP,ApplicationType_HARDWARE,ApplicationType_IOT,ApplicationType_MOBILE,ApplicationType_UNKNOWN,ApplicationType_WEB,TaskDomain_EXTERNAL,TaskDomain_INTERNAL,TaskDomain_UNKNOWN,HasUserStory_binary,InNormalRange_binary
37,26652,OYBBZ,OYI,3,True,1,1200,1.0,138.33,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
38,26422,OYBBZ,OYI,3,True,0,343,2.75,306.52,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
39,26713,OYBBZ,OYI,3,True,1,824,1.0,64.8,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
40,27019,OYBBZ,OYI,3,True,1,856,3.5,16.6,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
41,26649,OYBBZ,OYI,3,True,1,1030,3.5,1774.82,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
42,26798,OYBBZ,OYI,3,True,2,1362,11.5,1545.2,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
43,26651,OYBBZ,OYI,3,True,2,1210,5.5,1798.2,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
44,26543,OYBBZ,OYI,3,True,1,710,3.75,167.17,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
45,26650,OYBBZ,OYI,3,True,0,387,3.25,1151.73,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
46,26579,OYBBZ,OYI,3,True,1,563,6.0,48.65,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
47,27671,OYBBZ,OYI,3,True,2,1013,2.25,167.53,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
48,27720,OYBBZ,OYI,3,True,1,1101,5.25,573.05,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
49,30939,XNTE,XNTE,3,True,0,397,1.0,34.18,False,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
50,26924,BAFRG,UQY,1,True,2,1234,0.75,1034.4,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
51,27168,PBT,PBT,3,True,0,377,0.75,0.37,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
52,15969,BAFRG,UQY,3,False,0,1467,3.75,167.98,False,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
53,17034,BAFRG,UQY,3,False,0,419,0.25,496.87,False,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,17035,BAFRG,UQY,3,False,0,447,0.75,497.65,False,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
55,16001,BAFRG,UQY,3,False,0,1588,5.25,20.68,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
56,19407,ARK,ARK,3,False,0,1364,4.58,72.02,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
57,23851,ZQL,ZQL,3,False,0,1985,9.5,584.5,True,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
58,31639,OYBBZ,OYF,3,False,0,487,4.5,85.68,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
59,17589,OYBBZ,OYI,3,False,0,495,8.57,475.37,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
60,23843,OYBBZ,OYI,3,False,0,459,27.33,620.53,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
61,32345,CERQV,CERQV,5,False,2,6678,62.0,1571.1,False,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
62,26158,OYBBZ,OYI,3,True,0,899,5.25,166.38,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
63,26163,OYBBZ,OYI,1,True,1,1000,1.5,314.08,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
64,26161,OYBBZ,OYI,3,True,4,2279,16.58,394.28,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
65,26160,OYBBZ,OYI,3,True,0,411,13.25,253.72,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
66,27543,SVER,SVER,2,True,2,790,1.0,622.97,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
67,27631,OYBBZ,OYI,3,True,2,1838,12.08,685.03,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
68,27630,OYBBZ,OYI,3,True,1,915,5.25,170.5,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
69,27629,OYBBZ,OYI,3,True,1,672,1.25,193.43,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
70,17106,OYBBZ,OYI,3,False,0,506,1.07,694.7,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,12331,OYBBZ,OYBBZ,1,False,0,96,0.67,562.7,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
72,18835,OYBBZ,OYI,3,False,0,331,11.67,1787.03,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
73,31739,OYBBZ,OYF,2,False,0,662,5.75,5803.9,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
74,25578,OYBBZ,OYI,5,False,0,1002,18.75,246.6,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
75,27776,OYBBZ,OYI,3,True,0,1400,1.5,263.73,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
76,33645,CERQV,CERQV,3,False,0,220,1.25,141.3,False,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
77,31558,CERQV,CERQV,8,True,6,4010,122.25,3475.65,False,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
78,31557,CERQV,CERQV,13,True,2,2091,33.25,3570.92,True,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
79,28545,OYBBZ,OYI,2,True,5,2636,6.25,40.6,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
80,23277,ZQL,ZQL,1,False,0,20,2.5,26.93,True,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
81,29419,ZVYY,ZVYY,1,True,1,1370,3.25,1152.85,True,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
82,10344,OYBBZ,OYBBZ,3,False,0,483,7.5,567.9,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
83,30036,CERQV,CERQV,8,True,5,6880,56.25,4097.93,False,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
84,20127,NRZP,NRZP,2,False,0,105,0.75,1052.43,False,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
85,29343,FGENG,FGENG,5,True,1,762,30.0,4410.25,True,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
86,33392,ZZ,ZZ,5,True,1,789,9.75,45.0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
87,33393,ZZ,ZZ,5,True,3,1416,10.75,137.93,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
88,25231,CERQV,CERQV,3,False,0,336,13.0,0.0,True,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
89,29183,PBYQ,PBYQ,8,True,2,955,10.0,300.27,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
90,28096,QFN,QFN,5,True,0,1109,11.5,206.08,True,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
91,31660,CERQV,CERQV,1,True,0,358,1.0,3.95,True,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
92,24911,OYBBZ,OYI,5,False,0,136,10.17,927.47,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
93,33154,OYBBZ,OYF,3,True,2,617,43.5,959.75,False,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
94,27359,PEBFF,PEBFF,3,True,1,497,16.75,536.25,True,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
95,25034,OYBBZ,OYI,1,False,0,114,2.5,527.93,True,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
96,30694,BAFRG,UI,3,True,6,4134,70.25,532.92,False,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
